,t вып-обр,t обработка,t под током,t продувка,чист расход C,чист расход Cr,чист расход Mn,чист расход Si,температура первая,температура последняя,Ar (интенс.),эл. энергия (интенс.),произв жидкая сталь,произв количество обработок,расход газ Ar,сыпуч кокс пыль УСТК,сыпуч  кокс. мелочь КМ1,ферспл CaC2,ферспл  Mn5Si65Al0.5,ферспл SiMn18,ферспл  фх850А,эл. энергия,химсталь первый Al_1,химсталь первый C_1,химсталь первый Cr_1,химсталь первый Cu_1,химсталь первый Mn_1,химсталь первый Mo_1,химсталь первый N_1,химсталь первый Ni_1,химсталь первый P_1,химсталь первый S_1,химсталь первый Si_1,химсталь первый Ti_1,химсталь первый V_1,химсталь последний Al,химсталь последний C,химсталь последний Ca,химсталь последний Cr,химсталь последний Cu,химсталь последний Mn,химсталь последний Mo,химсталь последний N,химсталь последний Ni,химсталь последний P,химсталь последний S,химсталь последний Si,химсталь последний Ti,химсталь последний V,химшлак первый CaO_1,химшлак первый FeO_1,химшлак первый MgO_1,химшлак первый MnO_1,химшлак первый R_1,химшлак последний CaO,химшлак последний FeO,химшлак последний MgO,химшлак последний MnO,химшлак последний R,химшлак последний SiO2,химшлак последний Al2O3,химшлак первый Al2O3_1,136 RE,54E1,60E1,UIC54,НЕТ,ОР50,ОР65,Р50,Р65,Рельсы трамвайные,Шар заг d шара 100 мм 2 гр.,"Шар заг d шара 80-100 мм 2,3 гр.",Шар заг d шара 80-100 мм 4 гр.,Шары мелющие d 80-100 мм,Швеллер 40У,900А,G2HH,R260,R350HT,НХ,С255,Ш2.2,Ш2Л,Э73Ф,Э76,Э76Ф,Э76ХАФ,Э76ХФ,Э90ХАФ,сыпуч известь РП,химшлак первый SiO2_1
4110,25.0,40.2,17.0,40.2,0.29530500000000004,0.131645,0.178645,0.14806,1577.0,1587.0,12.469403,12924.7058824,113.2,1.0,16.709,0.05,0.29,0.02,0.15,0.28,0.233,3662.0,0.001,0.522,0.299,0.09300000000000001,0.632,0.006,0.013999999999999999,0.067,0.006999999999999999,0.019,0.436,0.002,0.002,0.002,0.757,0.0001,0.41600000000000004,0.094,0.795,0.006,0.012,0.067,0.008,0.015,0.573,0.003,0.037000000000000005,58.7,0.2,13.1,0.09,2.3,59.7,0.3,12.6,0.08,2.3,25.8,3.8,3.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.07300000000000001,25.8
4111,23.0,40.7,18.4833333,40.7,0.348885,0.18249500000000002,0.2228335,0.199222,1572.0,1586.0,12.7743127,13338.503156,112.1,1.0,17.295,0.05,0.345,0.02,0.209,0.349,0.32299999999999995,4109.0,0.001,0.502,0.264,0.077,0.597,0.004,0.012,0.054000000000000006,0.006,0.016,0.396,0.001,0.002,0.003,0.7659999999999999,0.0002,0.42,0.079,0.7909999999999999,0.004,0.013000000000000001,0.055,0.006999999999999999,0.012,0.568,0.003,0.037000000000000005,59.2,0.3,14.8,0.07,2.3,53.8,0.5,7.7,0.07,2.6,20.9,3.3,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.127,25.6
4112,11.0,43.6833333,19.4333333,43.6833333,0.30119,0.17854,0.2185195,0.152902,1581.0,1583.0,16.0235025,13050.771869600001,114.6,1.0,23.331999999999997,0.05,0.287,0.02,0.141,0.34299999999999997,0.316,4227.0,0.001,0.5379999999999999,0.265,0.08,0.595,0.005,0.012,0.053,0.006,0.016,0.43200000000000005,0.001,0.003,0.002,0.746,0.0003,0.419,0.08,0.787,0.004,0.013000000000000001,0.054000000000000006,0.006,0.011000000000000001,0.563,0.003,0.037000000000000005,59.9,0.5,9.2,0.11,2.3,61.5,0.6,8.6,0.08,2.4,26.0,3.2,2.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.113,25.6
4113,10.0,41.0,16.5166667,41.0,0.34826999999999997,0.1695,0.162356,0.160904,1606.0,1587.0,14.015853699999997,12569.1220989,113.3,1.0,19.155,0.05,0.349,0.02,0.17600000000000002,0.254,0.3,3460.0,0.002,0.49700000000000005,0.273,0.075,0.653,0.003,0.01,0.044000000000000004,0.006999999999999999,0.017,0.435,0.002,0.002,0.003,0.762,0.0004,0.42200000000000004,0.063,0.7959999999999999,0.003,0.011000000000000001,0.045,0.008,0.011000000000000001,0.569,0.003,0.036000000000000004,58.1,0.2,11.8,0.06,2.3,58.9,0.3,12.2,0.08,2.3,25.6,3.1,3.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.191,25.6
4114,11.0,41.0666667,22.716666699999998,41.0666667,0.31960500000000003,0.148595,0.174751,0.139036,1552.0,1582.0,19.0066558,13148.0557594,113.3,1.0,26.018,0.05,0.317,0.02,0.138,0.27399999999999997,0.263,4978.0,0.001,0.508,0.29100000000000004,0.073,0.637,0.006999999999999999,0.01,0.059000000000000004,0.006,0.016,0.44799999999999995,0.002,0.003,0.004,0.762,0.0007,0.419,0.073,0.7929999999999999,0.006,0.012,0.06,0.006999999999999999,0.009000000000000001,0.564,0.003,0.037000000000000005,59.2,0.3,10.2,0.08,2.3,64.0,0.5,6.0,0.07,2.5,25.2,4.5,3.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.13,25.3
4115,14.0,42.3333333,19.283333300000002,42.3333333,0.33064499999999997,0.138425,0.0857545,0.150082,1571.0,1581.0,17.139564399999998,13681.2445981,115.1,1.0,24.043000000000003,0.05,0.336,0.02,0.191,0.133,0.245,4397.0,0.001,0.502,0.302,0.055,0.718,0.003,0.01,0.037000000000000005,0.009000000000000001,0.012,0.44299999999999995,0.002,0.003,0.003,0.764,0.0004,0.42,0.055999999999999994,0.7879999999999999,0.003,0.012,0.038,0.009000000000000001,0.01,0.5589999999999999,0.003,0.037000000000000005,51.0,0.5,7.6,0.07,2.7,58.4,0.4,6.8,0.08,2.7,21.5,3.4,2.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.131,18.6
4116,23.0,39.8333333,16.8166667,39.8333333,0.315275,0.146335,0.125449,0.13894,1570.0,1579.0,13.4502929,13615.064420200002,113.6,1.0,17.859,0.05,0.314,0.02,0.158,0.196,0.259,3816.0,0.001,0.519,0.29100000000000004,0.065,0.684,0.004,0.01,0.047,0.006999999999999999,0.012,0.449,0.002,0.003,0.002,0.763,0.0002,0.418,0.066,0.79,0.003,0.011000000000000001,0.048,0.008,0.01,0.5710000000000001,0.003,0.037000000000000005,61.8,0.3,9.6,0.08,2.5,61.8,0.6,9.0,0.06,2.5,24.9,3.5,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.11199999999999999,24.3
4117,8.0,40.3666667,19.15,40.3666667,0.35370999999999997,0.17402,0.159201,0.161376,1584.0,1583.0,18.858681100000002,13225.065274200002,113.8,1.0,25.103,0.05,0.355,0.02,0.17800000000000002,0.249,0.308,4221.0,0.001,0.505,0.266,0.053,0.649,0.002,0.011000000000000001,0.031,0.006999999999999999,0.011000000000000001,0.42700000000000005,0.001,0.003,0.002,0.767,0.0002,0.41700000000000004,0.055,0.7879999999999999,0.001,0.012,0.032,0.006999999999999999,0.009000000000000001,0.5529999999999999,0.003,0.037000000000000005,47.8,0.4,8.2,0.1,2.8,60.4,1.0,9.2,0.15,2.3,25.8,3.0,2.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.147,17.1
4118,12.0,42.0,19.8166667,42.0,0.34920500000000004,0.16328499999999999,0.14443150000000002,0.14077,1546.0,1582.0,15.036519699999998,13603.7005887,113.1,1.0,20.93,0.05,0.35200000000000004,0.02,0.153,0.226,0.289,4493.0,0.002,0.5,0.281,0.071,0.669,0.005,0.01,0.05,0.006999999999999999,0.013000000000000001,0.447,0.003,0.003,0.003,0.767,0.0003,0.42,0.068,0.79,0.003,0.012,0.05,0.008,0.009000000000000001,0.569,0.003,0.037000000000000005,57.9,0.3,8.0,0.07,2.7,63.0,0.3,6.0,0.06,2.5,25.6,3.7,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.109,21.1
4119,15.0,40.8333333,21.6666667,40.8333333,0.34005,0.17402,0.18829,0.162628,1547.0,1584.0,16.7414815,14112.0,113.2,1.0,22.601,0.05,0.337,0.02,0.168,0.295,0.308,5096.0,0.001,0.491,0.268,0.062,0.625,0.003,0.011000000000000001,0.037000000000000005,0.006,0.013999999999999999,0.431,0.002,0.003,0.003,0.746,0.0001,0.42,0.066,0.7909999999999999,0.002,0.012,0.037000000000000005,0.006999999999999999,0.009000000000000001,0.564,0.003,0.038,61.6,0.4,9.8,0.1,2.6,56.8,0.6,7.3,0.08,2.7,21.0,3.4,4.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.133,23.7
4120,14.0,41.033333299999995,21.8166667,41.033333299999995,0.350275,0.153115,0.175535,0.152528,1556.0,1584.0,14.245735199999999,13360.4278075,113.1,1.0,19.485,0.05,0.354,0.02,0.158,0.275,0.271,4858.0,0.001,0.483,0.28600000000000003,0.073,0.639,0.006999999999999999,0.011000000000000001,0.057,0.006,0.015,0.44,0.002,0.003,0.002,0.767,0.0002,0.418,0.073,0.792,0.005,0.011000000000000001,0.057,0.006999999999999999,0.01,0.564,0.003,0.038,64.9,0.2,9.0,0.06,2.6,67.5,0.4,5.9,0.07,2.8,24.0,3.6,3.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.129,24.8
4121,13.0,42.6666667,20.8333333,42.6666667,0.362105,0.16780499999999998,0.12119100000000001,0.15372,1562.0,1581.0,14.7142969,13576.32,113.4,1.0,20.927,0.05,0.368,0.02,0.182,0.18899999999999997,0.297,4714.0,0.001,0.491,0.273,0.051,0.685,0.002,0.011000000000000001,0.031,0.008,0.013000000000000001,0.436,0.002,0.003,0.002,0.759,0.0001,0.418,0.052000000000000005,0.789,0.001,0.012,0.032,0.008,0.01,0.565,0.003,0.037000000000000005,63.0,0.3,11.3,0.12,2.5,60.2,1.0,9.7,0.16,2.3,26.2,3.0,2.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.122,25.3
4122,10.0,42.033333299999995,22.3666667,42.033333299999995,0.37346999999999997,0.14012,0.125449,0.13894,1555.0,1588.0,16.163734299999998,13198.2116244,112.7,1.0,22.508000000000003,0.05,0.387,0.02,0.158,0.196,0.248,4920.0,0.001,0.48700000000000004,0.298,0.07400000000000001,0.6779999999999999,0.005,0.01,0.053,0.008,0.013999999999999999,0.43799999999999994,0.002,0.003,0.003,0.77,0.0004,0.419,0.073,0.785,0.005,0.012,0.053,0.008,0.011000000000000001,0.552,0.003,0.038,53.5,0.5,10.1,0.1,2.7,63.0,0.5,4.4,0.06,2.4,26.0,3.5,2.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.193,20.1
4123,8.0,41.716666700000005,20.8833333,41.716666700000005,0.34106,0.14238,0.0885045,0.113646,1613.0,1632.0,19.2508104,14216.1213089,109.4,1.0,26.395,0.05,0.348,0.02,0.135,0.138,0.252,4948.0,0.002,0.506,0.292,0.07400000000000001,0.71,0.003,0.011000000000000001,0.042,0.009000000000000001,0.011000000000000001,0.47100000000000003,0.002,0.003,0.004,0.754,0.0003,0.424,0.076,0.799,0.003,0.012,0.044000000000000004,0.011000000000000001,0.005,0.569,0.003,0.038,62.1,0.7,10.5,0.1,2.7,58.0,0.6,6.5,0.08,2.7,21.5,4.2,3.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.19399999999999998,23.3
4124,6.0,50.85,21.4833333,50.85,0.33428,0.11187000000000001,0.045156,0.137076,1605.0,1606.0,13.285515400000001,13266.0977502,112.9,1.0,22.268,0.05,0.34700000000000003,0.02,0.188,0.069,0.198,4750.0,0.002,0.511,0.321,0.084,0.7440000000000001,0.005,0.01,0.062,0.013000000000000001,0.016,0.45399999999999996,0.002,0.003,0.004,0.772,0.0004,0.41600000000000004,0.08199999999999999,0.782,0.004,0.011000000000000001,0.061,0.013000000000000001,0.008,0.562,0.003,0.038,60.6,1.0,9.0,0.07,2.7,59.6,0.4,9.4,0.08,2.3,25.8,3.6,4.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.147,22.3
4125,11.0,46.35,20.2666667,46.35,0.30984,0.11074,0.071859,0.15095999999999998,1575.0,1609.0,8.4102322,12913.8157895,114.4,1.0,12.877,0.05,0.316,0.02,0.198,0.111,0.196,4362.0,0.002,0.521,0.324,0.096,0.727,0.006,0.008,0.067,0.013000000000000001,0.016,0.452,0.002,0.004,0.003,0.767,0.0005,0.42100000000000004,0.09699999999999999,0.7909999999999999,0.005,0.01,0.067,0.015,0.011000000000000001,0.575,0.003,0.037000000000000005,59.6,0.5,14.1,0.09,2.7,61.8,0.9,8.1,0.43,2.8,22.3,3.6,3.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.134,21.9
4126,14.0,51.8666667,21.1666667,51.8666667,0.270885,0.084185,0.041895999999999996,0.128224,1573.0,1610.0,10.3421663,12991.181102399998,114.6,1.0,17.823,0.05,0.27399999999999997,0.02,0.17600000000000002,0.064,0.149,4583.0,0.002,0.5479999999999999,0.34600000000000003,0.08900000000000001,0.746,0.01,0.009000000000000001,0.083,0.015,0.016,0.457,0.002,0.004,0.003,0.765,0.0002,0.419,0.08800000000000001,0.782,0.01,0.01,0.083,0.015,0.013999999999999999,0.561,0.003,0.037000000000000005,58.7,0.5,7.4,0.11,2.9,64.3,0.5,5.4,0.08,2.7,24.0,4.3,3.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.051,20.1
4127,24.0,41.6833333,16.0166667,41.6833333,0.354315,0.124865,0.1561135,0.16784200000000002,1574.0,1584.0,11.5758497,12238.5015609,113.0,1.0,16.084,0.05,0.365,0.02,0.18899999999999997,0.244,0.221,3267.0,0.001,0.499,0.311,0.11900000000000001,0.644,0.006999999999999999,0.01,0.079,0.009000000000000001,0.02,0.43,0.001,0.003,0.003,0.747,0.0003,0.42100000000000004,0.121,0.7829999999999999,0.006,0.013000000000000001,0.079,0.01,0.012,0.573,0.003,0.036000000000000004,58.0,0.2,15.1,0.13,2.3,58.9,0.3,12.3,0.09,2.3,25.8,3.3,3.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.146,25.0
4128,18.0,45.8666667,22.0,45.8666667,0.333135,0.103395,0.07493899999999999,0.14382799999999998,1548.0,1583.0,10.2683321,13101.8181818,112.5,1.0,15.527999999999999,0.05,0.34600000000000003,0.02,0.18600000000000003,0.11599999999999999,0.183,4804.0,0.002,0.514,0.32899999999999996,0.08900000000000001,0.7190000000000001,0.008,0.01,0.07,0.012,0.017,0.45299999999999996,0.002,0.003,0.003,0.755,0.0001,0.419,0.08900000000000001,0.7809999999999999,0.006999999999999999,0.012,0.07,0.013000000000000001,0.015,0.574,0.003,0.037000000000000005,59.9,0.2,8.7,0.1,2.4,62.2,0.4,10.7,0.14,2.9,21.7,4.1,4.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.05,24.6
4129,26.0,42.2,21.533333300000002,42.2,0.361555,0.149725,0.16431800000000002,0.166748,1558.0,1581.0,10.2513465,12825.696594399999,113.6,1.0,14.275,0.05,0.369,0.02,0.184,0.257,0.265,4603.0,0.001,0.496,0.287,0.069,0.638,0.005,0.012,0.05,0.006999999999999999,0.017,0.428,0.002,0.003,0.003,0.758,0.0001,0.42,0.071,0.7909999999999999,0.004,0.012,0.05,0.008,0.015,0.574,0.003,0.036000000000000004,59.9,0.4,12.7,0.12,2.8,61.0,0.5,6.6,0.07,2.8,21.8,4.8,4.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.095,21.6
4130,26.0,42.0,14.65,42.0,0.28626999999999997,0.11639000000000001,0.067995,0.1446,1572.0,1589.0,9.2664286,11987.7133106,111.3,1.0,12.972999999999999,0.05,0.28600000000000003,0.02,0.19,0.105,0.20600000000000002,2927.0,0.002,0.536,0.315,0.08199999999999999,0.725,0.006,0.009000000000000001,0.057,0.012,0.016,0.449,0.002,0.003,0.003,0.758,0.0007,0.42,0.08199999999999999,0.787,0.005,0.012,0.057999999999999996,0.013000000000000001,0.011000000000000001,0.5770000000000001,0.003,0.037000000000000005,49.5,0.7,8.6,0.1,2.8,58.9,0.7,8.6,0.08,2.6,22.7,4.1,2.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.061,17.5
4131,9.0,47.3833333,25.1833333,47.3833333,0.353785,0.148595,0.12880650000000002,0.15645,1579.0,1633.0,12.803875300000001,13461.283917899998,111.8,1.0,20.191,0.05,0.361,0.02,0.183,0.201,0.263,5650.0,0.001,0.483,0.292,0.11599999999999999,0.6659999999999999,0.006999999999999999,0.01,0.07400000000000001,0.008,0.017,0.439,0.001,0.003,0.003,0.762,0.0003,0.425,0.11199999999999999,0.7809999999999999,0.006,0.012,0.07400000000000001,0.009000000000000001,0.011000000000000001,0.584,0.003,0.037000000000000005,58.9,0.4,13.2,0.07,2.6,60.6,0.7,8.1,0.08,2.6,23.6,3.9,3.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.122,22.9
4132,10.0,50.1833333,20.2,50.1833333,0.366815,0.103395,0.064296,0.152892,1577.0,1606.0,6.907130900000001,12383.1683168,113.3,1.0,11.462,0.05,0.38799999999999996,0.02,0.204,0.099,0.183,4169.0,0.001,0.455,0.32899999999999996,0.10099999999999999,0.728,0.006999999999999999,0.01,0.081,0.017,0.022000000000000002,0.444,0.002,0.003,0.003,0.774,0.0001,0.419,0.102,0.7829999999999999,0.006999999999999999,0.011000000000000001,0.081,0.017,0.018000000000000002,0.584,0.003,0.037000000000000005,57.2,0.4,11.7,0.08,2.5,58.6,0.5,8.7,0.06,2.6,22.7,4.5,4.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.156,22.6
4133,21.0,41.3666667,12.4666667,41.3666667,0.37106999999999996,0.11413,0.09689249999999999,0.184974,1592.0,1600.0,10.7550363,12330.481283399999,114.2,1.0,14.83,0.05,0.39,0.02,0.239,0.15,0.20199999999999999,2562.0,0.001,0.479,0.321,0.109,0.6970000000000001,0.008,0.01,0.069,0.013000000000000001,0.018000000000000002,0.418,0.001,0.004,0.003,0.7659999999999999,0.0004,0.419,0.107,0.784,0.006999999999999999,0.011000000000000001,0.069,0.015,0.013999999999999999,0.5720000000000001,0.003,0.037000000000000005,50.8,0.6,13.0,0.14,2.4,50.7,0.6,14.4,0.15,2.3,22.4,3.6,3.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.12300000000000001,21.0
4134,15.0,54.0166667,25.9,54.0166667,0.33574,0.12317,0.140601,0.193512,1554.0,1597.0,15.250293099999999,14061.7760618,113.0,1.0,27.459,0.05,0.34299999999999997,0.02,0.234,0.21899999999999997,0.218,6070.0,0.001,0.46299999999999997,0.31,0.10400000000000001,0.6559999999999999,0.006999999999999999,0.008,0.066,0.01,0.022000000000000002,0.40299999999999997,0.002,0.004,0.003,0.773,0.0003,0.41700000000000004,0.105,0.7859999999999999,0.006,0.01,0.066,0.01,0.012,0.56,0.003,0.036000000000000004,48.2,0.7,16.1,0.2,2.1,58.1,0.7,10.7,0.17,2.3,25.7,3.3,3.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.17800000000000002,23.4
4135,25.0,40.55,16.716666699999998,40.55,0.382825,0.13051500000000002,0.10873599999999999,0.17026,1590.0,1587.0,17.8705302,13527.8165503,113.5,1.0,24.155,0.05,0.401,0.02,0.212,0.16899999999999998,0.231,3769.0,0.001,0.466,0.306,0.09300000000000001,0.6859999999999999,0.006,0.008,0.064,0.012,0.019,0.41700000000000004,0.002,0.003,0.003,0.7609999999999999,0.0002,0.419,0.092,0.7809999999999999,0.005,0.012,0.064,0.013000000000000001,0.013999999999999999,0.5710000000000001,0.003,0.037000000000000005,59.1,0.4,9.2,0.07,2.3,58.3,0.3,9.8,0.07,2.2,26.0,4.1,4.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.162,26.2
4136,24.0,44.2,25.5833333,44.2,0.28944000000000003,0.10509,0.0424625,0.122402,1534.0,1585.0,15.833484200000001,13020.9771987,111.7,1.0,23.328000000000003,0.05,0.293,0.02,0.16699999999999998,0.065,0.18600000000000003,5552.0,0.002,0.532,0.326,0.094,0.7509999999999999,0.008,0.009000000000000001,0.075,0.011000000000000001,0.017,0.45299999999999996,0.002,0.004,0.003,0.763,0.0002,0.42100000000000004,0.095,0.785,0.008,0.01,0.076,0.011000000000000001,0.013999999999999999,0.5710000000000001,0.004,0.035,62.8,0.2,10.0,0.07,2.5,64.2,0.2,3.7,0.06,2.5,25.9,4.0,3.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.084,24.8
4137,31.0,40.8333333,20.3,40.8333333,0.36406,0.13334000000000001,0.142128,0.160728,1561.0,1586.0,19.1423431,13613.793103400001,113.1,1.0,26.006999999999998,0.05,0.376,0.02,0.184,0.222,0.23600000000000002,4606.0,0.001,0.48200000000000004,0.301,0.109,0.653,0.01,0.011000000000000001,0.075,0.009000000000000001,0.019,0.419,0.002,0.003,0.003,0.753,0.0001,0.41700000000000004,0.109,0.7829999999999999,0.01,0.013000000000000001,0.076,0.009000000000000001,0.013999999999999999,0.56,0.003,0.036000000000000004,60.2,0.6,8.5,0.07,2.3,53.6,0.6,7.3,0.07,2.4,22.4,3.7,4.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.095,26.1
4138,30.0,55.9,32.65,55.9,0.35256,0.10848,0.1010495,0.105098,1517.0,1586.0,13.5139535,13821.133231200001,112.4,1.0,25.180999999999997,0.05,0.368,0.02,0.11699999999999999,0.158,0.192,7521.0,0.002,0.5,0.324,0.094,0.7,0.009000000000000001,0.01,0.078,0.009000000000000001,0.017,0.461,0.002,0.003,0.003,0.762,0.0001,0.418,0.094,0.787,0.008,0.011000000000000001,0.078,0.009000000000000001,0.013999999999999999,0.575,0.003,0.037000000000000005,58.1,0.6,10.2,0.08,2.5,63.0,0.4,4.1,0.07,2.4,26.3,4.1,4.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.084,23.7
4139,40.0,40.3333333,18.216666699999998,40.3333333,0.377065,0.11356500000000001,0.134959,0.14152,1571.0,1579.0,14.8767769,13566.697163799998,114.0,1.0,20.000999999999998,0.05,0.396,0.02,0.158,0.21100000000000002,0.201,4119.0,0.002,0.46399999999999997,0.321,0.139,0.6629999999999999,0.006999999999999999,0.011000000000000001,0.07400000000000001,0.009000000000000001,0.022000000000000002,0.449,0.002,0.003,0.003,0.763,0.0007,0.41700000000000004,0.139,0.784,0.006,0.013000000000000001,0.07400000000000001,0.01,0.013000000000000001,0.569,0.003,0.038,34.1,0.4,8.4,0.18,1.8,58.3,0.2,8.2,0.07,2.2,26.7,4.2,2.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.23399999999999999,19.3
4140,32.0,41.216666700000005,16.533333300000002,41.216666700000005,0.34276999999999996,0.13221,0.140076,0.146892,1570.0,1577.0,20.7302707,13242.3387097,112.6,1.0,28.078000000000003,0.05,0.35,0.02,0.16399999999999998,0.21899999999999997,0.23399999999999999,3649.0,0.001,0.433,0.299,0.10300000000000001,0.65,0.006999999999999999,0.01,0.07,0.01,0.02,0.408,0.002,0.003,0.003,0.7709999999999999,0.0002,0.42700000000000005,0.102,0.7929999999999999,0.006,0.012,0.07,0.012,0.015,0.5720000000000001,0.003,0.038,51.0,1.0,16.0,0.35,2.1,57.9,0.7,10.0,0.16,2.2,26.3,3.6,3.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.095,23.9
4141,26.0,42.033333299999995,23.35,42.033333299999995,0.382885,0.13955499999999998,0.169664,0.136328,1558.0,1582.0,17.159952399999998,13639.4004283,113.1,1.0,24.043000000000003,0.05,0.397,0.02,0.136,0.266,0.247,5308.0,0.001,0.48100000000000004,0.297,0.098,0.638,0.006999999999999999,0.011000000000000001,0.071,0.008,0.021,0.441,0.002,0.003,0.003,0.764,0.0001,0.418,0.096,0.784,0.006,0.013000000000000001,0.071,0.009000000000000001,0.016,0.5720000000000001,0.003,0.037000000000000005,54.0,0.5,6.6,0.06,2.3,58.3,0.4,6.5,0.07,2.2,26.0,4.1,4.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.162,23.2
4142,26.0,46.7,21.1166667,46.7,0.2839,0.08249,0.025911,0.111936,1564.0,1578.0,15.7993206,12811.6811365,113.0,1.0,24.546,0.05,0.29100000000000004,0.02,0.158,0.039,0.146,4509.0,0.002,0.5660000000000001,0.34700000000000003,0.09300000000000001,0.762,0.006999999999999999,0.008,0.067,0.016,0.017,0.465,0.002,0.004,0.003,0.772,0.0003,0.419,0.09300000000000001,0.787,0.006999999999999999,0.01,0.067,0.016,0.013000000000000001,0.561,0.003,0.037000000000000005,60.4,0.2,9.2,0.07,2.6,58.5,1.0,8.1,0.07,2.5,23.5,3.9,3.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.086,23.7
4143,22.0,40.6833333,16.716666699999998,40.6833333,0.382395,0.149725,0.157374,0.16752,1593.0,1581.0,13.678820199999999,12501.296111700001,113.3,1.0,18.55,0.05,0.395,0.02,0.188,0.24600000000000002,0.265,3483.0,0.001,0.46799999999999997,0.289,0.08800000000000001,0.6459999999999999,0.004,0.01,0.051,0.009000000000000001,0.017,0.42,0.002,0.003,0.002,0.758,0.0002,0.42,0.087,0.7809999999999999,0.004,0.012,0.051,0.01,0.013000000000000001,0.564,0.003,0.036000000000000004,56.7,0.5,10.4,0.07,2.2,57.3,0.4,10.0,0.07,2.1,27.1,3.5,3.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.084,26.0
